19.5003537308	29.0012577095	11.5454542372
18.0703125027	29.0070224859	6.03242614043
16.6379311742	29.0000013649	5.90132939446
15.1992244491	8.84532300239	0.167804438568
16.2241378612	16.204756818	1.70428710118
17.5835358619	15.9371338252	2.66010813698
19.0972279804	15.973926464	6.89029357067
20.5469077009	16.0047133327	12.3855804036
21.9099377397	14.8910318471	9.18421211445
22.8910004979	14.8739312382	9.94390912217
24.7001617106	14.7007322588	15.8574615314
26.2658983247	13.9535124045	14.6288986664
28.1203771493	14.0675733553	13.3821882781
29.0227468494	13.3647639562	15.546351344
30.4799360859	12.994988374	17.6334347435
31.9540169781	13.8058281063	29.6308974922
33.4037961097	15.9835645378	20.6845633038
34.6541437358	16.3218485597	21.9265727596
36.2061633699	16.2844775573	23.3321071855
37.6380960876	16.2163229359	23.775332767
39.3727762465	16.4625182317	17.0305788063
40.42306104	15.9877488707	24.9463476265
41.9363769382	16.3715793944	27.6913035548
43.3833084912	17.9399070367	31.6824060162
44.8373443283	17.7290623806	27.9921114264
46.2165016833	16.157717433	26.299767566
47.6176121548	16.1399507987	40.503834116
49.0215904738	14.008531062	38.3018053552
50.4951798753	13.0307230624	43.6680577681
51.9837332679	12.9823646967	54.8509409764
53.3989147343	12.995155439	41.1064693054
54.8245054755	12.8432851482	40.5571776927
56.2720421171	14.6608310608	48.2228474189
57.6685844203	14.9976175271	91.0986004319
59.2277159403	18.1068813365	68.6882572607
60.5769426671	18.9015037425	68.3625064562
62.0127773183	17.9475027179	40.5581752946
63.3520023763	17.9623805035	39.6824114588
64.885734728	19.1149763905	56.0491324017
66.258717527	18.9651269432	44.6350747607
67.5664068522	18.8098049579	57.8029533766
69.1015145171	17.3302411321	44.906188638
70.6851407111	15.9620291263	60.5469367981
71.7374193038	15.9791604493	50.2012080179
73.4472444419	16.0178349268	62.6348375744
74.8687222895	14.8085355697	59.5603630041
76.3284635736	15.8638395239	76.7478731095
77.6905976023	15.8979253133	82.0216686888
79.1679999698	-2.99460219499	63.3168077363
80.6130710743	-2.99814239541	82.3701861623
82.0231571838	-2.99318330332	67.8404129803
83.4871700526	-3.00103066688	77.4980072235
84.888685987	-2.99425415437	68.19330157
86.3334018995	-2.99743764204	78.3707136543
86.1943274865	-2.65229469498	85.4400505554
89.1982177248	-2.99812872877	67.0007622918
